Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_yaw_joint,head_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint
41,-0.05515395849943161,2.7502541542053223,106.50962829589844,0.07295021979876416,0.372902614592946,-88.69513116693318,-1.5659724,1.181724,0.75959474,2.7868946,-6.6442695,16.15254,19.154055,-5.0159507,55.51147,-4.000937,-2.0548427,-7.64694,10.946872,-18.253073,-4.933051,57.4955,-12.580265,-5.6820917,1.3827939,1.309252,0.3662595,9.184944,5.6606083,-7.5484576,0.0,1.9331026,-1.285037,-7.597137,5.6545415,-8.739509,0.0
42,-0.05105746164917946,2.749704122543335,106.50930786132812,0.07203719548225629,0.3734992684091808,-88.69234204778711,-1.5650959,1.1846907,0.75941,2.7869046,-6.644286,16.154175,19.163214,-5.0158615,55.511917,-4.0011396,-2.0548909,-7.647233,10.947856,-18.26273,-4.9334183,57.495804,-12.58004,-5.682344,1.3830854,1.3104323,0.36454207,9.183503,5.6574783,-7.547219,0.0,1.9348049,-1.2863002,-7.5994015,5.6519675,-8.738977,0.0
43,-0.04783216491341591,2.750229835510254,106.5088119506836,0.07098496856181095,0.3738987079536575,-88.68962101583452,-1.5642815,1.1877147,0.75928116,2.7869146,-6.644303,16.155806,19.17232,-5.015767,55.512363,-4.001353,-2.054939,-7.64753,10.948831,-18.272331,-4.933784,57.496105,-12.579811,-5.682602,1.3833823,1.3069209,0.36409363,9.180737,5.6624227,-7.549432,0.0,1.9327129,-1.2873719,-7.60051,5.6555715,-8.741005,0.0
44,-0.04375321418046951,2.7471141815185547,106.50870513916016,0.07003001450790275,0.3749341985836394,-88.68703461779891,-1.5635204,1.1909516,0.7591291,2.7869246,-6.644319,16.157482,19.181667,-5.01567,55.512817,-4.001578,-2.05499,-7.647841,10.949826,-18.282177,-4.934159,57.496407,-12.579571,-5.6828737,1.3836942,1.3076874,0.36277327,9.179115,5.6620536,-7.551024,0.0,1.9343035,-1.2886089,-7.602643,5.654916,-8.742641,0.0
45,-0.04171791672706604,2.7451629638671875,106.5084228515625,0.06955447990389677,0.3755317941477011,-88.68581858516858,-1.5631794,1.1926197,0.75900733,2.7869298,-6.6443276,16.158327,19.186342,-5.015625,55.513042,-4.0016875,-2.0550165,-7.647998,10.950325,-18.287092,-4.934345,57.496555,-12.57945,-5.6830134,1.3838525,1.3080091,0.3620429,9.178177,5.66213,-7.5520287,0.0,1.9354265,-1.2892715,-7.603857,5.654636,-8.743756,0.0
46,-0.03921355679631233,2.743006944656372,106.50846099853516,0.06899252231895765,0.3761357996524871,-88.68481066688943,-1.5629048,1.1942809,0.7588129,2.7869346,-6.6443357,16.159143,19.190868,-5.015588,55.513256,-4.001788,-2.055044,-7.648151,10.950803,-18.291843,-4.934524,57.496693,-12.57933,-5.683153,1.3840082,1.310149,0.360895,9.177764,5.659347,-7.551889,0.0,1.9372513,-1.2900276,-7.6052256,5.6530004,-8.743972,0.0
47,-0.036674316972494125,2.740509510040283,106.50836181640625,0.06847254708220155,0.37685582096092834,-88.68392800029176,-1.5626788,1.1959832,0.75853753,2.786939,-6.644344,16.159958,19.19539,-5.0155573,55.51347,-4.001882,-2.055073,-7.6483054,10.951277,-18.296577,-4.9347024,57.49683,-12.579209,-5.683296,1.3841658,1.3092788,0.3601481,9.176567,5.6625624,-7.5550904,0.0,1.9370669,-1.2911606,-7.6059265,5.655133,-8.746233,0.0
48,-0.03481157124042511,2.737795114517212,106.50819396972656,0.06798515007919775,0.3775757131990129,-88.68296318891365,-1.5624455,1.1979244,0.7581645,2.786944,-6.644353,16.160873,19.200468,-5.0155296,55.513706,-4.001982,-2.0551069,-7.6484814,10.951806,-18.301891,-4.934903,57.496975,-12.57907,-5.6834607,1.3843433,1.3124707,0.3589878,9.176476,5.6581426,-7.554381,0.0,1.9403886,-1.2915496,-7.607646,5.651208,-8.7458105,0.0
49,-0.031817395240068436,2.736879587173462,106.50796508789062,0.06728768628830802,0.37803414243348415,-88.68206673095342,-1.5621948,1.1998291,0.75779736,2.7869484,-6.644361,16.161736,19.205252,-5.0155077,55.513927,-4.0020747,-2.0551393,-7.6486497,10.952303,-18.30689,-4.9350934,57.49711,-12.578935,-5.6836176,1.3845098,1.3102313,0.35845026,9.175039,5.662909,-7.5576105,0.0,1.9389794,-1.2928313,-7.6078196,5.654831,-8.748337,0.0
50,-0.02568960189819336,2.733248233795166,106.50711059570312,0.06622049717068679,0.37918357006191217,-88.67870789403675,-1.5612159,1.2068872,0.75643474,2.7869654,-6.6443925,16.164873,19.222927,-5.0154457,55.51474,-4.002423,-2.055265,-7.6493053,10.954105,-18.325377,-4.9358234,57.497623,-12.5784,-5.6842055,1.3851287,1.310695,0.35589498,9.172428,5.66354,-7.5602183,0.0,1.9411817,-1.2953787,-7.610736,5.654369,-8.750621,0.0
51,-0.023047368973493576,2.7276878356933594,106.50676727294922,0.0658602432560669,0.38052922492136615,-88.6768921319576,-1.5606384,1.210541,0.7557492,2.7869737,-6.644408,16.166492,19.231909,-5.0154204,55.515144,-4.002599,-2.0553296,-7.649645,10.955035,-18.334764,-4.9361978,57.497883,-12.578118,-5.6845045,1.3854384,1.3133055,0.35459155,9.171582,5.6621366,-7.562723,0.0,1.9440237,-1.2964723,-7.6127424,5.6533847,-8.753479,0.0
