Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,AAHead_yaw,Head_pitch,Left_Shoulder_Pitch,Left_Shoulder_Roll,Left_Elbow_Pitch,Left_Elbow_Yaw,Left_Wrist_Pitch,Left_Wrist_Yaw,Left_Hand_Roll,Right_Shoulder_Pitch,Right_Shoulder_Roll,Right_Elbow_Pitch,Right_Elbow_Yaw,Right_Wrist_Pitch,Right_Wrist_Yaw,Right_Hand_Roll,Waist,Left_Hip_Pitch,Left_Hip_Roll,Left_Hip_Yaw,Left_Knee_Pitch,Left_Ankle_Pitch,Left_Ankle_Roll,Right_Hip_Pitch,Right_Hip_Roll,Right_Hip_Yaw,Right_Knee_Pitch,Right_Ankle_Pitch,Right_Ankle_Roll
32,-0.4499022960662842,2.6844639778137207,68.55496215820312,0.18285591258506584,5.13665246993907,-90.86497658136706,-1.0629758,12.178318,-6.606456,-73.90964,54.29316,-38.42985,1.9236621,6.5554233,1.4006932,-2.3605988,66.58913,53.596066,44.24548,-22.918686,-10.551837,-12.968351,1.1573315,-5.70435,3.592117,12.207229,10.732447,-7.2395988,-5.331401,-3.9515302,-5.6492124,-24.972599,11.598775,-12.064078,6.849838
33,-0.4655662477016449,2.723729133605957,68.5970458984375,0.21383043211516928,5.505839466649238,-90.81185008521112,-1.2461892,12.379682,-6.4673753,-73.75927,53.56057,-38.322433,1.6507769,6.411314,1.4956009,-2.344545,66.49465,53.67626,44.316036,-22.892765,-10.5243025,-12.9753475,1.156675,-6.215025,3.5540264,12.148308,10.726913,-7.098851,-5.300786,-4.644445,-5.7846284,-24.98334,12.021025,-12.1484785,6.8008475
34,-0.480868399143219,2.772045135498047,68.63862609863281,0.24325280867999682,5.886385059410938,-90.77777529388148,-1.397921,12.563841,-6.309306,-73.596886,52.771626,-38.204403,1.3203758,6.2470894,1.6132877,-2.3384688,66.40117,53.773724,44.384136,-22.872522,-10.499847,-12.964764,1.1757488,-6.745689,3.5163589,12.089062,10.722198,-6.95018,-5.2699475,-5.3867855,-5.9318104,-24.989872,12.495518,-12.246081,6.7455935
35,-0.502596914768219,2.820622205734253,68.679443359375,0.2740895367701405,6.279785321417753,-90.75196498726912,-1.5229537,12.716185,-6.1351695,-73.42397,51.971714,-38.101875,1.0020946,6.082857,1.7380134,-2.343112,66.306435,53.874184,44.448383,-22.850628,-10.479285,-12.950158,1.198113,-7.2952805,3.483268,12.034306,10.713754,-6.789647,-5.244161,-6.16609,-6.0834556,-24.987532,13.0083275,-12.359926,6.6821847
36,-0.5201932787895203,2.8693747520446777,68.7198486328125,0.30937799317345677,6.687466384530826,-90.72358374081401,-1.6264237,12.819584,-5.9527245,-73.24509,51.210323,-38.03565,0.7617152,5.9378934,1.855335,-2.3572628,66.20812,53.963078,44.51177,-22.821918,-10.463559,-12.944267,1.2073219,-7.857234,3.441203,11.990618,10.708612,-6.63405,-5.2120605,-6.9787297,-6.2501354,-24.970182,13.544637,-12.476342,6.6217012
37,-0.5424812436103821,2.916494846343994,68.75993347167969,0.3485454185677717,7.11119519782939,-90.69098320360064,-1.7000703,12.863667,-5.7717295,-73.06285,50.506622,-38.006443,0.62115175,5.8153987,1.9713318,-2.3806474,66.10489,54.04264,44.579906,-22.777441,-10.46177,-12.94949,1.1964544,-8.443357,3.4026248,11.961991,10.712645,-6.4770246,-5.181062,-7.8248887,-6.419224,-24.93264,14.100172,-12.5977125,6.5555186
38,-0.5593591332435608,2.9754772186279297,68.79634857177734,0.3803719930436913,7.5495298512556355,-90.6591186182186,-1.7454712,12.857574,-5.595917,-72.87497,49.842308,-37.991688,0.53857625,5.706199,2.094642,-2.4130826,66.00124,54.11906,44.653267,-22.72577,-10.468868,-12.955628,1.1737592,-9.070401,3.372986,11.943368,10.749152,-6.325819,-5.1430864,-8.740977,-6.599778,-24.87544,14.725334,-12.73167,6.485772
39,-0.5796179175376892,3.0384044647216797,68.83116149902344,0.4148469032258978,7.999535666890568,-90.62673819550065,-1.7816856,12.823033,-5.4225664,-72.685165,49.210194,-37.985107,0.47826427,5.606405,2.209241,-2.45253,65.89567,54.179024,44.72356,-22.675558,-10.469779,-12.964109,1.1479274,-9.721264,3.3449607,11.926436,10.795905,-6.17143,-5.1056547,-9.690659,-6.785207,-24.81129,15.377494,-12.872212,6.410433
40,-0.5962136387825012,3.115649461746216,68.86183166503906,0.4518057133255331,8.45839412013364,-90.59271175372362,-1.8275604,12.779936,-5.2466435,-72.495575,48.59987,-37.97748,0.4108516,5.513996,2.3026555,-2.4945428,65.78644,54.20839,44.788822,-22.637775,-10.448532,-12.973104,1.1268076,-10.404269,3.3112779,11.902254,10.855624,-6.007008,-5.0614824,-10.70714,-6.998243,-24.744717,16.114294,-13.034407,6.3338575
41,-0.6105177402496338,3.182631254196167,68.8886947631836,0.49310014950928893,8.926344608837642,-90.5528606023615,-1.8931531,12.729617,-5.065602,-72.3089,48.003735,-37.970757,0.35518503,5.4340873,2.3663628,-2.5347083,65.6709,54.198483,44.848152,-22.616295,-10.395502,-12.981349,1.1113291,-11.09891,3.2699661,11.866359,10.927421,-5.8524175,-5.015228,-11.7282715,-7.2237453,-24.686903,16.865067,-13.21066,6.265945
