Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_pitch_joint,head_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_roll_joint,left_ankle_pitch_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_roll_joint,right_ankle_pitch_joint
31,3.7404098510742188,1.1662064790725708,100.01161193847656,2.935382408987264,-2.32999720751965,-88.68120465004947,-6.719014,-3.1719167,14.118975,-26.888052,0.68555605,-9.414253,-5.888106,16.6854,63.004906,-16.887568,-8.595076,-11.797158,-3.7589414,7.2368555,-30.651173,54.28525,18.885992,-0.2640691,5.306878,-0.7169578,-1.7263297,4.5414553,17.772226,-1.7869303,-13.224335,-8.324102,-13.379514,-13.047512,32.41168,11.6557865,-19.80973
32,3.933133125305176,1.1169707775115967,99.975341796875,3.109932139596875,-2.572697576132375,-88.4687201951648,-6.796223,-3.4717658,14.374064,-26.97696,0.57830197,-9.519804,-6.0608115,15.867179,63.129494,-17.191294,-9.142682,-12.001239,-3.9555848,7.3377266,-30.759974,54.287956,18.761087,-0.22184244,5.1875486,-0.36365446,-2.0515087,4.5262613,17.67798,-1.6512696,-13.220153,-9.353245,-14.004508,-12.400222,34.360188,11.899658,-18.877245
33,4.108921527862549,1.075439691543579,99.93605041503906,3.28212132719092,-2.816377056005754,-88.25566341324398,-6.8884115,-3.7922673,14.607358,-27.0023,0.5038977,-9.656545,-6.222769,15.0825615,63.26963,-17.459148,-9.671623,-12.230193,-4.155394,7.431143,-30.868376,54.343323,18.719685,-0.1633475,5.1342297,-0.024884852,-2.3642373,4.5033565,17.602383,-1.5326513,-13.21703,-10.470257,-14.635548,-11.6769905,36.390522,12.118387,-17.650436
34,4.2849836349487305,1.021490216255188,99.89691925048828,3.4505311877259257,-3.0661133628517225,-88.03828858154215,-6.9461865,-4.111544,14.856807,-27.012096,0.40250444,-9.797239,-6.4109974,14.152298,63.39167,-17.796387,-10.238824,-12.434433,-4.3818693,7.5387354,-31.00232,54.409973,18.735163,-0.09302662,5.10058,0.33454084,-2.6718771,4.4870543,17.512384,-1.4212376,-13.210075,-11.682113,-15.266369,-10.861352,38.516766,12.304572,-16.326454
35,4.445345878601074,0.9570371508598328,99.8645248413086,3.600972804517954,-3.3208257105935877,-87.80843647253174,-7.0312057,-4.4347477,15.089187,-26.955534,0.32944995,-9.972039,-6.588315,13.27237,63.525024,-18.082819,-10.758134,-12.660307,-4.617072,7.638802,-31.125917,54.522053,18.771362,-0.015405871,5.0887012,0.71519065,-2.952731,4.4690466,17.401936,-1.3220612,-13.195983,-12.940134,-15.8752985,-10.021242,40.667667,12.413138,-15.152318
36,4.603182315826416,0.884178638458252,99.83529663085938,3.725405829095343,-3.5795107429157844,-87.55830823844677,-7.142588,-4.748158,15.3056965,-26.825748,0.2687893,-10.182446,-6.7626286,12.417581,63.653862,-18.323019,-11.181451,-12.875671,-4.8614573,7.735391,-31.228987,54.666355,18.808054,0.06694093,5.0656385,1.0939752,-3.2011578,4.4342136,17.30653,-1.2268503,-13.192136,-14.178918,-16.44712,-9.250703,42.75989,12.401523,-14.231469
37,4.747156620025635,0.8114914298057556,99.80451202392578,3.8286942374362805,-3.852282801543575,-87.2967566159129,-7.268768,-5.055841,15.519255,-26.613758,0.22123313,-10.425533,-6.939061,11.571031,63.756035,-18.51646,-11.485266,-13.0625105,-5.1195235,7.8319726,-31.304337,54.835934,18.834404,0.1586309,5.0097733,1.4635876,-3.415623,4.392243,17.255016,-1.1389841,-13.210107,-15.397466,-17.001469,-8.558873,44.814568,12.283143,-13.320893
38,4.876944065093994,0.7340982556343079,99.783447265625,3.912557166726872,-4.136021531454646,-87.02413649279998,-7.3694124,-5.3478208,15.748923,-26.35112,0.14815444,-10.669756,-7.150343,10.590277,63.7989,-18.748022,-11.724034,-13.178647,-5.395616,7.9474483,-31.37285,54.99511,18.87925,0.2612352,4.9130473,1.8656236,-3.602054,4.360834,17.174671,-1.0601921,-13.216853,-16.625122,-17.551748,-7.910181,46.86936,12.0672245,-12.342478
39,4.994056224822998,0.6330446600914001,99.76963806152344,3.963005755973944,-4.4098769723424205,-86.71924275111165,-7.5112243,-5.624212,15.948513,-26.032057,0.08870665,-10.935499,-7.3630996,9.654078,63.834732,-18.93089,-11.89886,-13.296175,-5.6678443,8.062795,-31.4263,55.1796,18.94637,0.36225057,4.8293033,2.2648463,-3.746239,4.293579,17.093424,-0.9921836,-13.229369,-17.814459,-18.077486,-7.372219,48.841595,11.705012,-11.402051
40,5.09087610244751,0.5288029909133911,99.76689910888672,3.96307133877296,-4.652639399816377,-86.36051409069731,-7.7071176,-5.867119,16.10049,-25.682417,0.026304832,-11.211502,-7.5843515,8.747244,63.872906,-19.086546,-12.04415,-13.417684,-5.925304,8.179525,-31.471802,55.38069,19.061056,0.4502816,4.7790313,2.6112905,-3.8277185,4.137761,17.030931,-0.9386548,-13.242494,-18.914288,-18.561813,-7.0142274,50.6505,11.153809,-10.607647
41,5.173506736755371,0.4170989692211151,99.77073669433594,3.905125397686122,-4.866429077580896,-85.92784146045379,-7.9374514,-6.0556583,16.227636,-25.319435,-0.074689165,-11.4681015,-7.849396,7.7565556,63.869423,-19.248447,-12.170879,-13.487,-6.1714506,8.315286,-31.539087,55.558537,19.258038,0.5314576,4.7387743,2.88476,-3.8397756,3.8623958,17.026009,-0.8981994,-13.273828,-19.88679,-19.022984,-6.918698,52.296032,10.297607,-9.973814
42,5.258875846862793,0.2847764492034912,99.78650665283203,3.799258267984006,-5.058793909765735,-85.43698287251561,-8.2309885,-6.214422,16.315414,-24.911888,-0.16898933,-11.735044,-8.123305,6.8314195,63.854683,-19.337948,-12.240924,-13.56079,-6.4095144,8.451382,-31.617367,55.760223,19.493935,0.60883904,4.730045,3.1432726,-3.8010142,3.516975,17.013874,-0.8630803,-13.303131,-20.755983,-19.468956,-7.030591,53.817368,9.195375,-9.456968
43,5.3312811851501465,0.14098039269447327,99.80685424804688,3.6554410790838077,-5.217578042000837,-84.92071523324101,-8.519407,-6.3326244,16.371391,-24.487047,-0.29706913,-11.9735565,-8.446096,5.8502707,63.794872,-19.449097,-12.301628,-13.6042,-6.6423593,8.605965,-31.717108,55.94685,19.719213,0.67679447,4.743189,3.3496692,-3.7127647,3.1187015,17.033112,-0.8397439,-13.347271,-21.539858,-19.860725,-7.2396517,55.164803,8.0738125,-9.05954
44,5.390074253082275,0.00032727839425206184,99.84099578857422,3.4870865809358476,-5.330626830305764,-84.41202623800027,-8.751331,-6.4029436,16.392632,-24.05718,-0.48200482,-12.158378,-8.8463,4.7717934,63.67546,-19.625578,-12.386943,-13.612327,-6.8734274,8.789373,-31.859816,56.10094,19.862415,0.7289726,4.7862897,3.529206,-3.58906,2.7160273,17.013083,-0.82643473,-13.370687,-22.270502,-20.153904,-7.4288754,56.3012,7.1654196,-8.785027
45,5.426065444946289,-0.16306783258914948,99.87834167480469,3.285921127020873,-5.385251593775536,-83.90705880113755,-8.97616,-6.4372377,16.336737,-23.587158,-0.68813837,-12.308745,-9.278237,3.7402093,63.541233,-19.833466,-12.494777,-13.646518,-7.1038995,8.977945,-32.032425,56.29364,19.89048,0.7458494,4.9057226,3.6402273,-3.413671,2.2837832,17.019018,-0.82941204,-13.413942,-22.928146,-20.33225,-7.6418962,57.195644,6.535156,-8.6578665
46,5.464154243469238,-0.3385196030139923,99.92347717285156,3.0496199683190737,-5.3901909059303375,-83.39287669143356,-9.181992,-6.418589,16.230518,-23.089901,-0.9338616,-12.419424,-9.774114,2.6913793,63.370575,-20.064705,-12.618672,-13.667842,-7.3355365,9.183187,-32.250454,56.49027,19.837412,0.7342836,5.074068,3.7022834,-3.1967745,1.8194733,17.024069,-0.83743024,-13.459698,-23.501484,-20.415977,-7.9263496,57.87883,6.068675,-8.664238
47,5.4954142570495605,-0.5298327207565308,99.96949768066406,2.800962562241247,-5.366273837293264,-82.88883241338546,-9.329418,-6.3574805,16.111414,-22.604483,-1.226384,-12.488498,-10.37618,1.5832974,63.146023,-20.262497,-12.740872,-13.644583,-7.5604477,9.414806,-32.5076,56.627697,19.733852,0.7332955,5.2481003,3.7374797,-2.9586318,1.3519058,17.036879,-0.8527638,-13.516273,-24.015425,-20.409922,-8.191689,58.373,5.7287664,-8.725785
48,5.526761531829834,-0.7324891090393066,100.0147933959961,2.5634125123931213,-5.3347820474977565,-82.41438498185785,-9.466932,-6.3058276,15.980791,-22.140182,-1.4904633,-12.582308,-11.006984,0.5257618,62.923428,-20.367466,-12.801302,-13.6396885,-7.755575,9.630602,-32.661797,56.73593,19.680695,0.7617934,5.408691,3.7852612,-2.727774,0.9205208,17.032774,-0.87010586,-13.573479,-24.505339,-20.318867,-8.3377495,58.708286,5.477352,-8.768426
49,5.547243118286133,-0.9369542598724365,100.05889129638672,2.332711723860044,-5.292650628988666,-81.97748312551668,-9.544157,-6.2306604,15.8552265,-21.709698,-1.7572541,-12.669645,-11.741449,-0.5837498,62.667072,-20.378765,-12.811043,-13.597142,-7.9218307,9.840982,-32.72394,56.77008,19.71893,0.83353394,5.5247865,3.8267767,-2.4946167,0.52475375,17.031012,-0.8937099,-13.635259,-24.981657,-20.120314,-8.335885,58.874138,5.327245,-8.779734
50,5.573997497558594,-1.1558904647827148,100.09660339355469,2.100264304615701,-5.231972367301629,-81.56718376175435,-9.630561,-6.163993,15.693332,-21.27239,-1.9800032,-12.786507,-12.458411,-1.6493733,62.424408,-20.351517,-12.751574,-13.597451,-8.064201,10.007195,-32.64009,56.835155,19.852058,0.920119,5.6446304,3.8410673,-2.2571096,0.14434652,17.060497,-0.9171875,-13.720382,-25.421595,-19.814566,-8.24487,58.85488,5.2940335,-8.791687
51,5.6017608642578125,-1.3732099533081055,100.1255874633789,1.8794054825941415,-5.1660454447214725,-81.17360228597444,-9.703581,-6.106558,15.528791,-20.867075,-2.20053,-12.914377,-13.205842,-2.7406187,62.17325,-20.313063,-12.666525,-13.581459,-8.189678,10.150471,-32.44116,56.886986,20.028246,1.0049242,5.743477,3.829275,-2.0299397,-0.23250526,17.127317,-0.9407907,-13.825522,-25.819286,-19.44626,-8.087038,58.679928,5.3421764,-8.800161
